order_id,order_date,order_status,customer_id,customer_segment,product_id,product_name,category,brand,unit_price,quantity_sold,discount,revenue,cost_of_goods_sold,profit,sales_channel,region,city,store_id,salesperson_id
ORD-10136,2023-03-30,Completed,CUST-1133,Wholesale,PROD-220,Yoga Mat,Sports,Puma,294.78,8,0.15,2004.5,1370.99,633.51,In-Store,East,Pune,STORE-10,SP-137
ORD-10137,2024-08-09,Completed,CUST-1207,Loyalty Member,PROD-357,Headphones,Electronics,Sony,1100.6,1,0.0,1100.6,623.32,477.28,Mobile App,East,Delhi,STORE-10,SP-123
ORD-10138,2024-09-21,Cancelled,CUST-1241,Loyalty Member,PROD-440,Jeans,Clothing,Adidas,106.07,8,0.15,721.28,399.56,321.72,Online,South,Delhi,STORE-17,SP-128
ORD-10139,2024-06-24,Completed,CUST-1084,Wholesale,PROD-366,Blender,Home & Kitchen,Cuisinart,71.52,9,0.05,611.5,362.73,248.77,In-Store,North,Hyderabad,STORE-19,SP-131
ORD-10140,2023-04-04,Completed,CUST-1286,Wholesale,PROD-444,Science Textbook,Books,Penguin,25.4,9,0.2,182.88,103.18,79.7,In-Store,North,Kolkata,STORE-9,SP-100
ORD-10141,2023-08-12,Completed,CUST-1241,Retail,PROD-246,Fiction Novel,Books,Penguin,24.07,2,0.0,48.14,32.91,15.23,In-Store,South,Bangalore,STORE-14,SP-123
ORD-10142,2024-01-27,Completed,CUST-1060,Retail,PROD-375,Cycling Helmet,Sports,Reebok,37.87,9,0.0,340.83,209.06,131.77,In-Store,Central,Bangalore,STORE-8,SP-100
ORD-10143,2023-01-24,Completed,CUST-1079,Wholesale,PROD-196,Vacuum Cleaner,Home & Kitchen,Cuisinart,186.93,7,0.05,1243.08,636.31,606.77,Mobile App,North,Mumbai,STORE-14,SP-139
ORD-10144,2023-01-17,Completed,CUST-1125,Loyalty Member,PROD-122,Jeans,Clothing,Nike,38.16,1,0.25,28.62,17.16,11.46,In-Store,West,Hyderabad,STORE-18,SP-113
ORD-10145,2023-02-27,Completed,CUST-1121,Wholesale,PROD-173,Dress,Clothing,Zara,62.15,10,0.15,528.27,313.99,214.28,Mobile App,Central,Hyderabad,STORE-14,SP-119
ORD-10146,2023-10-09,Completed,CUST-1176,Loyalty Member,PROD-443,Smartwatch,Electronics,LG,1343.63,3,0.2,3224.71,1899.23,1325.48,In-Store,Central,Pune,STORE-14,SP-126
ORD-10147,2023-06-02,Completed,CUST-1073,Wholesale,PROD-129,Vacuum Cleaner,Home & Kitchen,Bosch,309.13,8,0.05,2349.39,1556.08,793.31,Mobile App,West,Kolkata,STORE-18,SP-133
ORD-10148,2023-05-18,Completed,CUST-1274,Loyalty Member,PROD-197,Dumbbells,Sports,Under Armour,72.95,2,0.25,109.43,72.42,37.01,Online,East,Kolkata,STORE-20,SP-138
ORD-10149,2023-02-10,Completed,CUST-1155,Retail,PROD-208,Smartphone,Electronics,LG,1141.6,9,0.05,9760.68,5562.11,4198.57,Online,North,Ahmedabad,STORE-8,SP-144
ORD-10150,2024-09-10,Completed,CUST-1157,Wholesale,PROD-284,Sneakers,Clothing,Adidas,119.37,5,0.2,477.48,270.52,206.96,Mobile App,West,Ahmedabad,STORE-4,SP-146
ORD-10151,2024-04-25,Completed,CUST-1133,Loyalty Member,PROD-399,Coffee Maker,Home & Kitchen,Instant Pot,145.78,1,0.05,138.49,87.98,50.51,Mobile App,West,Chennai,STORE-5,SP-112
ORD-10152,2023-12-04,Returned,CUST-1251,Wholesale,PROD-186,Sneakers,Clothing,Levi's,170.01,8,0.15,1156.07,594.6,561.47,Mobile App,East,Bangalore,STORE-5,SP-146
ORD-10153,2024-07-13,Completed,CUST-1024,Retail,PROD-311,Dumbbells,Sports,Decathlon,297.24,1,0.0,297.24,196.11,101.13,Online,South,Delhi,STORE-5,SP-100
ORD-10154,2023-08-12,Completed,CUST-1003,Loyalty Member,PROD-382,Science Textbook,Books,Random House,7.72,10,0.25,57.9,35.6,22.3,In-Store,North,Mumbai,STORE-17,SP-146
ORD-10155,2023-10-09,Completed,CUST-1268,Retail,PROD-223,Cookbook,Books,Penguin,27.6,7,0.0,193.2,92.11,101.09,Online,Central,Chennai,STORE-12,SP-117
ORD-10156,2024-02-11,Completed,CUST-1016,Retail,PROD-307,Headphones,Electronics,Dell,796.7,4,0.05,3027.46,1589.4,1438.06,In-Store,West,Ahmedabad,STORE-2,SP-140
ORD-10157,2023-01-10,Completed,CUST-1117,Retail,PROD-454,T-Shirt,Clothing,H&M,172.16,6,0.0,1032.96,695.9,337.06,Mobile App,West,Chennai,STORE-2,SP-104
ORD-10158,2024-12-01,Completed,CUST-1300,Retail,PROD-485,Toaster,Home & Kitchen,Cuisinart,273.5,3,0.15,697.42,316.57,380.85,Mobile App,West,Delhi,STORE-10,SP-110
ORD-10159,2024-07-31,Completed,CUST-1040,Loyalty Member,PROD-481,Dress,Clothing,H&M,141.87,9,0.15,1085.31,592.54,492.77,In-Store,North,Delhi,STORE-14,SP-114
ORD-10160,2023-03-19,Completed,CUST-1230,Wholesale,PROD-216,Toaster,Home & Kitchen,Cuisinart,383.3,7,0.15,2280.63,1043.17,1237.46,In-Store,Central,Kolkata,STORE-14,SP-111
ORD-10161,2024-11-27,Completed,CUST-1137,Retail,PROD-294,Science Textbook,Books,Penguin,39.75,5,0.05,188.81,118.63,70.18,Mobile App,South,Kolkata,STORE-11,SP-123
ORD-10162,2023-04-20,Completed,CUST-1220,Wholesale,PROD-385,Laptop,Electronics,Sony,778.16,5,0.0,3890.8,1879.75,2011.05,Mobile App,Central,Kolkata,STORE-4,SP-101
ORD-10163,2023-04-02,Returned,CUST-1198,Retail,PROD-471,Toaster,Home & Kitchen,Philips,250.86,6,0.2,1204.13,545.57,658.56,Mobile App,South,Bangalore,STORE-13,SP-110
ORD-10164,2023-05-23,Returned,CUST-1153,Wholesale,PROD-500,Air Fryer,Home & Kitchen,Instant Pot,212.46,2,0.0,424.92,237.39,187.53,Online,East,Chennai,STORE-8,SP-146
ORD-10165,2024-10-02,Returned,CUST-1170,Loyalty Member,PROD-294,Fitness Band,Sports,Decathlon,70.73,2,0.0,141.46,74.43,67.03,In-Store,West,Pune,STORE-14,SP-141
ORD-10166,2024-08-31,Returned,CUST-1163,Wholesale,PROD-476,Jacket,Clothing,Zara,128.58,4,0.25,385.74,203.88,181.86,Mobile App,West,Hyderabad,STORE-11,SP-124
ORD-10167,2023-10-15,Cancelled,CUST-1013,Loyalty Member,PROD-336,Running Shoes,Sports,Nike,280.64,4,0.0,1122.56,696.47,426.09,Mobile App,South,Ahmedabad,STORE-10,SP-144
ORD-10168,2023-03-12,Returned,CUST-1193,Retail,PROD-329,Cycling Helmet,Sports,Puma,195.5,4,0.1,703.8,432.6,271.2,Mobile App,West,Kolkata,STORE-18,SP-132
ORD-10169,2024-12-09,Completed,CUST-1181,Retail,PROD-431,Fitness Band,Sports,Nike,240.36,6,0.0,1442.16,688.4,753.76,Mobile App,North,Kolkata,STORE-11,SP-150
ORD-10170,2024-03-16,Returned,CUST-1237,Loyalty Member,PROD-401,Laptop,Electronics,Samsung,536.36,9,0.05,4585.88,2574.72,2011.16,Mobile App,Central,Bangalore,STORE-12,SP-101
ORD-10171,2024-05-09,Completed,CUST-1178,Wholesale,PROD-275,Headphones,Electronics,Dell,1396.71,2,0.0,2793.42,1837.59,955.83,In-Store,South,Ahmedabad,STORE-12,SP-130
ORD-10172,2023-04-10,Completed,CUST-1055,Loyalty Member,PROD-184,Cycling Helmet,Sports,Under Armour,34.14,1,0.0,34.14,15.56,18.58,Mobile App,South,Bangalore,STORE-18,SP-110
ORD-10173,2023-12-05,Returned,CUST-1202,Retail,PROD-477,Science Textbook,Books,Scholastic,15.43,7,0.0,108.01,53.64,54.37,Mobile App,South,Ahmedabad,STORE-19,SP-127
ORD-10174,2024-02-03,Cancelled,CUST-1095,Wholesale,PROD-266,Smartphone,Electronics,Apple,561.85,2,0.0,1123.7,730.27,393.43,Online,West,Delhi,STORE-9,SP-142
ORD-10175,2024-05-16,Returned,CUST-1088,Loyalty Member,PROD-461,Cookbook,Books,Macmillan,22.49,7,0.0,157.43,84.54,72.89,In-Store,Central,Delhi,STORE-5,SP-120
ORD-10176,2023-05-01,Completed,CUST-1294,Wholesale,PROD-316,Jacket,Clothing,Nike,52.95,3,0.2,127.08,70.47,56.61,Online,West,Bangalore,STORE-18,SP-110
ORD-10177,2024-05-16,Completed,CUST-1248,Retail,PROD-199,Coffee Maker,Home & Kitchen,Bosch,146.39,8,0.0,1171.12,780.41,390.71,In-Store,Central,Ahmedabad,STORE-14,SP-143
ORD-10178,2024-05-18,Completed,CUST-1149,Retail,PROD-240,Cycling Helmet,Sports,Reebok,62.67,10,0.0,626.7,406.71,219.99,Online,Central,Chennai,STORE-6,SP-149
ORD-10179,2024-04-13,Cancelled,CUST-1187,Loyalty Member,PROD-487,Science Textbook,Books,Macmillan,27.99,10,0.0,279.9,144.7,135.2,Online,West,Hyderabad,STORE-14,SP-106
ORD-10180,2024-10-31,Completed,CUST-1121,Retail,PROD-477,Jacket,Clothing,Nike,100.95,6,0.0,605.7,339.05,266.65,Mobile App,East,Kolkata,STORE-6,SP-139
ORD-10181,2023-05-23,Completed,CUST-1165,Loyalty Member,PROD-249,Jeans,Clothing,Nike,122.61,9,0.1,993.14,595.1,398.04,In-Store,Central,Chennai,STORE-17,SP-143
ORD-10182,2023-04-08,Completed,CUST-1126,Loyalty Member,PROD-301,Sneakers,Clothing,Nike,198.65,3,0.0,595.95,305.38,290.57,In-Store,South,Chennai,STORE-14,SP-124
ORD-10183,2024-04-07,Returned,CUST-1167,Loyalty Member,PROD-101,Laptop,Electronics,Dell,870.3,5,0.15,3698.78,2084.91,1613.87,Mobile App,North,Ahmedabad,STORE-12,SP-104
ORD-10184,2024-07-01,Completed,CUST-1172,Loyalty Member,PROD-395,Dumbbells,Sports,Reebok,250.08,8,0.1,1800.58,955.6,844.98,Online,Central,Ahmedabad,STORE-11,SP-143
ORD-10185,2023-02-19,Returned,CUST-1103,Loyalty Member,PROD-167,Laptop,Electronics,Dell,221.17,3,0.25,497.63,280.73,216.9,Mobile App,East,Bangalore,STORE-9,SP-105
ORD-10186,2024-11-01,Completed,CUST-1119,Wholesale,PROD-435,Air Fryer,Home & Kitchen,Philips,167.58,3,0.0,502.74,276.05,226.69,Online,North,Mumbai,STORE-7,SP-130
ORD-10187,2023-03-21,Completed,CUST-1061,Wholesale,PROD-455,Dress,Clothing,Adidas,113.5,8,0.0,908.0,410.43,497.57,Online,West,Delhi,STORE-8,SP-124
ORD-10188,2023-04-02,Completed,CUST-1073,Retail,PROD-371,Laptop,Electronics,Sony,677.83,5,0.0,3389.15,1849.39,1539.76,Mobile App,North,Bangalore,STORE-15,SP-122
ORD-10189,2023-08-07,Completed,CUST-1063,Loyalty Member,PROD-473,Sneakers,Clothing,Levi's,143.58,4,0.0,574.32,387.18,187.14,In-Store,East,Kolkata,STORE-11,SP-150
ORD-10190,2023-05-24,Completed,CUST-1154,Retail,PROD-365,Jacket,Clothing,Nike,64.67,10,0.1,582.03,375.26,206.77,Mobile App,Central,Hyderabad,STORE-13,SP-118
ORD-10191,2024-10-23,Completed,CUST-1270,Retail,PROD-284,Smartphone,Electronics,Dell,701.65,4,0.25,2104.95,1283.01,821.94,In-Store,South,Kolkata,STORE-19,SP-126
ORD-10192,2024-01-10,Completed,CUST-1134,Retail,PROD-120,Self-Help Book,Books,Scholastic,47.95,2,0.0,95.9,57.24,38.66,Online,West,Chennai,STORE-17,SP-149
ORD-10193,2024-03-01,Completed,CUST-1040,Loyalty Member,PROD-204,Cycling Helmet,Sports,Nike,197.55,9,0.0,1777.95,923.41,854.54,Online,Central,Pune,STORE-13,SP-137
ORD-10194,2024-10-11,Returned,CUST-1059,Wholesale,PROD-413,Headphones,Electronics,Dell,1148.95,4,0.0,4595.8,2349.01,2246.79,Mobile App,North,Chennai,STORE-6,SP-107
ORD-10195,2023-01-13,Completed,CUST-1137,Loyalty Member,PROD-160,T-Shirt,Clothing,Adidas,109.35,6,0.1,590.49,290.37,300.12,Online,East,Kolkata,STORE-9,SP-133
ORD-10196,2023-03-07,Cancelled,CUST-1085,Wholesale,PROD-180,Toaster,Home & Kitchen,Philips,213.57,9,0.15,1633.81,757.86,875.95,In-Store,North,Delhi,STORE-8,SP-147
ORD-10197,2024-06-05,Completed,CUST-1091,Retail,PROD-383,Laptop,Electronics,Samsung,517.92,8,0.15,3521.86,1922.04,1599.82,Mobile App,West,Hyderabad,STORE-11,SP-115
ORD-10198,2024-03-02,Cancelled,CUST-1023,Wholesale,PROD-135,Air Fryer,Home & Kitchen,Philips,241.47,2,0.0,482.94,238.98,243.96,In-Store,East,Chennai,STORE-11,SP-105
ORD-10199,2024-07-20,Completed,CUST-1237,Wholesale,PROD-402,Yoga Mat,Sports,Under Armour,72.19,10,0.1,649.71,412.5,237.21,In-Store,South,Hyderabad,STORE-5,SP-100
ORD-10200,2024-02-24,Returned,CUST-1157,Retail,PROD-205,Smartphone,Electronics,LG,650.35,1,0.15,552.8,248.96,303.84,Mobile App,South,Kolkata,STORE-16,SP-103
ORD-10201,2023-05-26,Completed,CUST-1234,Loyalty Member,PROD-143,Blender,Home & Kitchen,Philips,370.87,9,0.2,2670.26,1669.48,1000.78,Mobile App,North,Bangalore,STORE-13,SP-104
ORD-10202,2024-08-29,Completed,CUST-1201,Loyalty Member,PROD-476,Fiction Novel,Books,Scholastic,34.81,3,0.05,99.21,51.88,47.33,In-Store,East,Ahmedabad,STORE-9,SP-114
ORD-10203,2023-03-18,Completed,CUST-1208,Retail,PROD-374,Jeans,Clothing,Levi's,39.62,2,0.0,79.24,44.56,34.68,In-Store,South,Ahmedabad,STORE-10,SP-129
ORD-10204,2023-09-29,Completed,CUST-1075,Retail,PROD-464,Laptop,Electronics,Apple,1249.88,5,0.0,6249.4,3148.17,3101.23,Online,East,Kolkata,STORE-17,SP-103
ORD-10205,2024-11-24,Cancelled,CUST-1127,Retail,PROD-336,Air Fryer,Home & Kitchen,Bosch,41.5,7,0.25,217.88,128.33,89.55,Online,South,Delhi,STORE-1,SP-103
ORD-10206,2023-08-16,Completed,CUST-1011,Retail,PROD-201,Jeans,Clothing,H&M,87.0,2,0.1,156.6,106.39,50.21,Mobile App,West,Bangalore,STORE-3,SP-121
ORD-10207,2023-05-06,Returned,CUST-1254,Retail,PROD-295,Tablet,Electronics,Samsung,418.39,10,0.2,3347.12,2193.77,1153.35,Mobile App,West,Bangalore,STORE-12,SP-113
ORD-10208,2023-07-11,Returned,CUST-1210,Loyalty Member,PROD-345,Air Fryer,Home & Kitchen,Dyson,356.87,1,0.05,339.03,207.43,131.6,Online,North,Chennai,STORE-13,SP-108
ORD-10209,2024-03-05,Completed,CUST-1245,Loyalty Member,PROD-500,Dress,Clothing,Adidas,133.54,9,0.0,1201.86,838.12,363.74,In-Store,East,Pune,STORE-13,SP-117
ORD-10210,2023-07-04,Returned,CUST-1271,Wholesale,PROD-492,Headphones,Electronics,LG,484.73,5,0.0,2423.65,1580.62,843.03,Mobile App,South,Bangalore,STORE-4,SP-115
ORD-10211,2024-11-03,Returned,CUST-1181,Retail,PROD-190,Jacket,Clothing,Levi's,166.93,1,0.05,158.58,94.18,64.4,Online,Central,Pune,STORE-12,SP-137
ORD-10212,2023-01-29,Completed,CUST-1251,Retail,PROD-146,Toaster,Home & Kitchen,Cuisinart,82.58,4,0.25,247.74,145.06,102.68,Online,South,Hyderabad,STORE-1,SP-133
ORD-10213,2024-05-04,Completed,CUST-1030,Retail,PROD-175,Headphones,Electronics,LG,461.9,3,0.15,1177.84,741.14,436.7,Mobile App,South,Delhi,STORE-17,SP-123
ORD-10214,2023-03-16,Completed,CUST-1223,Loyalty Member,PROD-349,Vacuum Cleaner,Home & Kitchen,Cuisinart,67.38,5,0.15,286.36,138.63,147.73,Mobile App,East,Bangalore,STORE-18,SP-144
ORD-10215,2024-09-20,Completed,CUST-1065,Retail,PROD-473,Coffee Maker,Home & Kitchen,Cuisinart,331.35,7,0.1,2087.51,1322.43,765.08,Online,Central,Kolkata,STORE-19,SP-102
ORD-10216,2023-07-06,Completed,CUST-1169,Loyalty Member,PROD-139,Cookbook,Books,Macmillan,14.94,10,0.0,149.4,102.22,47.18,Online,East,Pune,STORE-6,SP-140
ORD-10217,2023-04-01,Completed,CUST-1000,Retail,PROD-297,Vacuum Cleaner,Home & Kitchen,Philips,128.13,4,0.0,512.52,275.54,236.98,In-Store,West,Bangalore,STORE-14,SP-131
ORD-10218,2024-01-23,Completed,CUST-1017,Wholesale,PROD-110,Toaster,Home & Kitchen,Dyson,67.53,8,0.05,513.23,251.82,261.41,In-Store,East,Delhi,STORE-3,SP-121
ORD-10219,2023-06-24,Cancelled,CUST-1247,Loyalty Member,PROD-115,Dumbbells,Sports,Nike,170.91,2,0.15,290.55,173.9,116.65,In-Store,South,Kolkata,STORE-6,SP-103
ORD-10220,2023-04-14,Completed,CUST-1121,Retail,PROD-125,Coffee Maker,Home & Kitchen,Bosch,181.43,9,0.1,1469.58,904.01,565.57,In-Store,Central,Ahmedabad,STORE-5,SP-103
ORD-10221,2024-01-05,Completed,CUST-1105,Retail,PROD-426,Tablet,Electronics,Samsung,582.91,10,0.25,4371.82,2185.55,2186.27,In-Store,North,Ahmedabad,STORE-4,SP-119
ORD-10222,2024-02-12,Returned,CUST-1189,Retail,PROD-328,Cycling Helmet,Sports,Under Armour,40.97,9,0.2,294.98,146.38,148.6,Online,East,Ahmedabad,STORE-15,SP-116
ORD-10223,2023-08-20,Cancelled,CUST-1211,Loyalty Member,PROD-216,Toaster,Home & Kitchen,Philips,85.92,2,0.0,171.84,106.03,65.81,Mobile App,North,Kolkata,STORE-17,SP-126
ORD-10224,2024-07-02,Completed,CUST-1257,Loyalty Member,PROD-364,Fitness Band,Sports,Puma,150.73,2,0.2,241.17,162.96,78.21,Mobile App,Central,Bangalore,STORE-4,SP-148
ORD-10225,2024-04-04,Returned,CUST-1103,Loyalty Member,PROD-175,Jeans,Clothing,Adidas,165.52,3,0.0,496.56,276.01,220.55,Mobile App,East,Pune,STORE-3,SP-105
ORD-10226,2024-02-02,Completed,CUST-1300,Loyalty Member,PROD-500,Science Textbook,Books,Macmillan,19.68,5,0.25,73.8,50.13,23.67,In-Store,North,Kolkata,STORE-5,SP-109
ORD-10227,2024-08-03,Cancelled,CUST-1176,Wholesale,PROD-235,Biography,Books,Penguin,46.62,10,0.0,466.2,301.37,164.83,In-Store,West,Ahmedabad,STORE-2,SP-111
ORD-10228,2023-10-10,Completed,CUST-1121,Retail,PROD-481,Dumbbells,Sports,Decathlon,188.47,7,0.0,1319.29,724.22,595.07,In-Store,East,Pune,STORE-1,SP-121
ORD-10229,2023-11-07,Returned,CUST-1164,Wholesale,PROD-473,Air Fryer,Home & Kitchen,Dyson,347.55,2,0.05,660.35,319.34,341.01,In-Store,Central,Delhi,STORE-7,SP-128
ORD-10230,2023-08-05,Cancelled,CUST-1206,Retail,PROD-499,Cycling Helmet,Sports,Decathlon,262.15,1,0.0,262.15,122.27,139.88,Mobile App,Central,Mumbai,STORE-6,SP-112
ORD-10231,2023-07-25,Returned,CUST-1258,Wholesale,PROD-425,Smartphone,Electronics,Samsung,793.38,6,0.05,4522.27,2344.77,2177.5,Online,North,Hyderabad,STORE-12,SP-131
ORD-10232,2024-08-31,Completed,CUST-1046,Wholesale,PROD-114,Dumbbells,Sports,Reebok,182.26,6,0.15,929.53,456.29,473.24,In-Store,North,Bangalore,STORE-19,SP-149
ORD-10233,2023-08-08,Completed,CUST-1242,Retail,PROD-431,Jeans,Clothing,Adidas,68.44,7,0.0,479.08,319.14,159.94,Online,Central,Mumbai,STORE-8,SP-116
ORD-10234,2024-09-14,Returned,CUST-1154,Loyalty Member,PROD-366,Air Fryer,Home & Kitchen,Dyson,361.33,6,0.25,1625.99,834.13,791.86,Mobile App,West,Delhi,STORE-1,SP-132
ORD-10235,2024-11-09,Completed,CUST-1141,Loyalty Member,PROD-266,Toaster,Home & Kitchen,Cuisinart,255.35,5,0.0,1276.75,728.3,548.45,In-Store,East,Chennai,STORE-7,SP-109
ORD-10236,2024-06-13,Returned,CUST-1151,Wholesale,PROD-314,T-Shirt,Clothing,Levi's,92.74,6,0.0,556.44,350.74,205.7,In-Store,West,Mumbai,STORE-19,SP-145
ORD-10237,2024-08-08,Completed,CUST-1285,Retail,PROD-250,Jacket,Clothing,Adidas,143.54,8,0.15,976.07,563.03,413.04,Online,West,Bangalore,STORE-9,SP-146
ORD-10238,2024-07-26,Completed,CUST-1190,Wholesale,PROD-399,Jacket,Clothing,Nike,60.01,4,0.1,216.04,119.93,96.11,In-Store,West,Delhi,STORE-16,SP-103
ORD-10239,2024-10-11,Returned,CUST-1271,Wholesale,PROD-311,Biography,Books,Macmillan,8.2,4,0.0,32.8,21.87,10.93,Online,South,Bangalore,STORE-7,SP-121
ORD-10240,2024-02-24,Completed,CUST-1160,Loyalty Member,PROD-129,Science Textbook,Books,HarperCollins,19.24,3,0.0,57.72,33.01,24.71,Online,West,Chennai,STORE-7,SP-148
ORD-10241,2023-06-22,Returned,CUST-1206,Wholesale,PROD-344,Self-Help Book,Books,Scholastic,40.33,2,0.0,80.66,48.69,31.97,In-Store,North,Mumbai,STORE-18,SP-112
ORD-10242,2024-01-18,Completed,CUST-1159,Retail,PROD-152,Headphones,Electronics,LG,447.75,1,0.05,425.36,215.47,209.89,In-Store,Central,Chennai,STORE-6,SP-104
ORD-10243,2023-02-16,Completed,CUST-1175,Wholesale,PROD-283,Air Fryer,Home & Kitchen,Dyson,299.3,10,0.15,2544.05,1420.64,1123.41,Online,South,Kolkata,STORE-1,SP-114
ORD-10244,2023-08-18,Completed,CUST-1192,Loyalty Member,PROD-230,Jeans,Clothing,Nike,126.14,3,0.0,378.42,204.97,173.45,Mobile App,Central,Mumbai,STORE-20,SP-103
ORD-10245,2024-11-08,Cancelled,CUST-1129,Wholesale,PROD-459,Laptop,Electronics,Samsung,1096.67,7,0.25,5757.52,3138.21,2619.31,Online,South,Mumbai,STORE-10,SP-126
ORD-10246,2024-11-08,Completed,CUST-1261,Loyalty Member,PROD-416,Smartwatch,Electronics,Sony,1009.64,3,0.2,2423.14,1593.61,829.53,Online,East,Delhi,STORE-4,SP-131
ORD-10247,2023-07-23,Completed,CUST-1082,Retail,PROD-380,Self-Help Book,Books,Random House,42.42,4,0.15,144.23,90.27,53.96,In-Store,South,Ahmedabad,STORE-11,SP-115
ORD-10248,2023-01-03,Cancelled,CUST-1038,Loyalty Member,PROD-470,Laptop,Electronics,Samsung,1285.8,8,0.0,10286.4,7070.48,3215.92,Online,East,Hyderabad,STORE-15,SP-118
ORD-10249,2023-09-28,Completed,CUST-1218,Loyalty Member,PROD-159,Yoga Mat,Sports,Nike,246.76,1,0.1,222.08,119.94,102.14,Online,North,Mumbai,STORE-5,SP-142
ORD-10250,2024-10-24,Completed,CUST-1190,Wholesale,PROD-193,Jacket,Clothing,Zara,181.01,10,0.1,1629.09,1090.87,538.22,Online,West,Kolkata,STORE-15,SP-117
ORD-10251,2024-01-30,Cancelled,CUST-1247,Loyalty Member,PROD-447,Cycling Helmet,Sports,Puma,47.22,1,0.0,47.22,22.47,24.75,In-Store,South,Kolkata,STORE-12,SP-139
ORD-10252,2023-01-30,Completed,CUST-1160,Retail,PROD-460,Sneakers,Clothing,H&M,40.33,7,0.25,211.73,97.71,114.02,Mobile App,Central,Hyderabad,STORE-11,SP-133
ORD-10253,2024-06-19,Returned,CUST-1076,Loyalty Member,PROD-413,Fiction Novel,Books,Scholastic,34.78,4,0.25,104.34,55.97,48.37,Online,North,Bangalore,STORE-17,SP-130
ORD-10254,2024-05-22,Completed,CUST-1281,Loyalty Member,PROD-293,T-Shirt,Clothing,H&M,77.71,6,0.1,419.63,194.12,225.51,In-Store,South,Delhi,STORE-15,SP-128
ORD-10255,2024-08-09,Completed,CUST-1052,Wholesale,PROD-311,Yoga Mat,Sports,Reebok,142.41,2,0.25,213.62,135.93,77.69,Online,Central,Mumbai,STORE-3,SP-150
ORD-10256,2024-09-10,Completed,CUST-1114,Wholesale,PROD-269,Cookbook,Books,Macmillan,30.3,8,0.15,206.04,111.43,94.61,Mobile App,Central,Ahmedabad,STORE-12,SP-145
ORD-10257,2024-04-08,Completed,CUST-1054,Retail,PROD-184,Laptop,Electronics,Apple,202.86,6,0.1,1095.44,642.94,452.5,In-Store,South,Kolkata,STORE-4,SP-116
ORD-10258,2024-09-17,Completed,CUST-1173,Retail,PROD-487,Jeans,Clothing,Nike,187.44,7,0.05,1246.48,703.34,543.14,In-Store,North,Delhi,STORE-15,SP-129
ORD-10259,2024-11-05,Returned,CUST-1299,Wholesale,PROD-360,Biography,Books,HarperCollins,48.37,1,0.0,48.37,28.46,19.91,Online,Central,Bangalore,STORE-5,SP-106
ORD-10260,2024-02-01,Completed,CUST-1140,Wholesale,PROD-275,Biography,Books,Random House,27.68,7,0.2,155.01,107.71,47.3,In-Store,West,Bangalore,STORE-5,SP-126
ORD-10261,2024-09-08,Cancelled,CUST-1148,Loyalty Member,PROD-276,Cookbook,Books,Macmillan,43.73,9,0.05,373.89,187.03,186.86,Mobile App,South,Bangalore,STORE-17,SP-134
ORD-10262,2024-12-11,Cancelled,CUST-1146,Wholesale,PROD-106,Blender,Home & Kitchen,Instant Pot,238.04,10,0.2,1904.32,1177.94,726.38,Mobile App,North,Mumbai,STORE-13,SP-109
ORD-10263,2023-02-24,Completed,CUST-1031,Loyalty Member,PROD-251,Smartphone,Electronics,Sony,1175.24,3,0.1,3173.15,1970.04,1203.11,Online,Central,Mumbai,STORE-12,SP-128
ORD-10264,2023-04-15,Completed,CUST-1024,Wholesale,PROD-298,Biography,Books,HarperCollins,38.41,9,0.2,276.55,140.87,135.68,In-Store,East,Mumbai,STORE-1,SP-147
ORD-10265,2023-09-15,Completed,CUST-1150,Wholesale,PROD-190,Dress,Clothing,H&M,169.4,6,0.05,965.58,621.87,343.71,Mobile App,North,Bangalore,STORE-6,SP-147
ORD-10266,2024-06-10,Cancelled,CUST-1130,Retail,PROD-269,Tablet,Electronics,Samsung,757.06,9,0.1,6132.19,2958.88,3173.31,In-Store,South,Mumbai,STORE-5,SP-120
ORD-10267,2024-09-03,Completed,CUST-1269,Retail,PROD-194,Smartwatch,Electronics,Sony,837.72,10,0.15,7120.62,3334.02,3786.6,Mobile App,North,Bangalore,STORE-14,SP-134
ORD-10268,2024-07-03,Completed,CUST-1111,Loyalty Member,PROD-371,Yoga Mat,Sports,Under Armour,78.04,4,0.15,265.34,141.36,123.98,In-Store,Central,Mumbai,STORE-4,SP-142
ORD-10269,2023-12-21,Completed,CUST-1195,Retail,PROD-297,Dumbbells,Sports,Decathlon,276.8,4,0.0,1107.2,687.17,420.03,In-Store,Central,Chennai,STORE-1,SP-133
ORD-10270,2024-01-19,Completed,CUST-1049,Retail,PROD-495,Biography,Books,Scholastic,26.91,5,0.05,127.82,67.75,60.07,Mobile App,Central,Mumbai,STORE-3,SP-113
ORD-10271,2024-11-17,Completed,CUST-1012,Wholesale,PROD-467,Sneakers,Clothing,Nike,57.0,7,0.0,399.0,254.05,144.95,In-Store,North,Delhi,STORE-3,SP-103
ORD-10272,2023-07-02,Returned,CUST-1207,Wholesale,PROD-261,Toaster,Home & Kitchen,Philips,242.74,4,0.1,873.86,482.29,391.57,Online,West,Delhi,STORE-18,SP-100
ORD-10273,2024-10-18,Completed,CUST-1148,Loyalty Member,PROD-254,Fiction Novel,Books,Macmillan,7.05,2,0.15,11.98,8.17,3.81,Mobile App,North,Chennai,STORE-15,SP-124
